id,name,sourceName
NM_801_1,LC2101EW - Ethnic group by sex by age,census_2011_lc
NM_802_1,LC2102EW - National Identity by sex by age,census_2011_lc
NM_803_1,LC2104EW - Main language by sex by age,census_2011_lc
NM_804_1,LC2105EW - Proficiency in English by age,census_2011_lc
NM_805_1,LC2106WA - Welsh language skills by sex by age,census_2011_lc
NM_806_1,LC2107EW - Religion by sex by age,census_2011_lc
NM_807_1,LC2201EW - Ethnic group by religion,census_2011_lc
NM_808_1,LC2202EW - National identity by ethnic group,census_2011_lc
NM_809_1,LC2203WA - Ability to speak Welsh by national identity by age,census_2011_lc
NM_810_1,LC2204EW - National Identity by religion,census_2011_lc
NM_811_1,LC2205EW - Country of birth by ethnic group,census_2011_lc
NM_812_1,LC2206WA - Welsh language skills by country of birth by age,census_2011_lc
NM_813_1,LC2207EW - Country of birth by religion by sex,census_2011_lc
NM_814_1,LC2801EW - Ethnic group by age of arrival in the UK,census_2011_lc
NM_815_1,LC2803EW -  Proficiency in English by age of arrival in the UK,census_2011_lc
NM_816_1,LC3202WA - General health by ability to speak Welsh by age,census_2011_lc
NM_817_1,LC3204WA - Long-term health problem or disability by ability to speak Welsh by age,census_2011_lc
NM_818_1,LC6201EW - Economic activity by ethnic group by age,census_2011_lc
NM_819_1,LC6205EW - Economic activity by Religion,census_2011_lc
NM_820_1,LC6206EW - NS-SeC by ethnic group by age,census_2011_lc
NM_821_1,LC6207EW - NS-SeC by religion,census_2011_lc
NM_822_1,LC2301EW - Ethnic group by provision of unpaid care by general health,census_2011_lc
NM_823_1,LC2303EW - Proficiency in English by general health by sex,census_2011_lc
NM_824_1,LC3203EW - General health by religion by sex by age,census_2011_lc
NM_826_1,LC3205EW - Long-term health problem or disability by ethnic group by sex by age,census_2011_lc
NM_827_1,LC3207EW - Long-term health problem or disability by religion by sex by age,census_2011_lc
NM_828_1,LC3301EW - Provision of unpaid care by general health by sex by age,census_2011_lc
NM_829_1,LC3302EW - Long-term health problem or disability by general health by sex by age,census_2011_lc
NM_830_1,LC3304EW - Provision of unpaid care by age,census_2011_lc
NM_831_1,LC3601EW - General health by NS-SeC,census_2011_lc
NM_832_1,LC3602EW - Long-term health problem or disability by NS-SeC by age,census_2011_lc
NM_833_1,LC6301EW - Economic activity by provision of unpaid care by general health,census_2011_lc
NM_834_1,LC6302EW - Economic activity by hours worked by long-term health problem or disability,census_2011_lc
NM_835_1,LC3206EW - General health by ethnic group by sex by age,census_2011_lc
NM_836_1,LC2103EW - Country of birth by sex by age,census_2011_lc
NM_837_1,LC2108EW - Passports held by sex by age,census_2011_lc
NM_838_1,LC2208EW - Passports held by country of birth,census_2011_lc
NM_839_1,LC2802EW - Country of birth by age of arrival in the UK,census_2011_lc
NM_840_1,LC2804EW - Country of birth by year of arrival in the UK,census_2011_lc
NM_841_1,LC2805EW - Passports held by year of arrival in the UK,census_2011_lc
NM_842_1,LC6203EW - Economic activity by country of birth by age,census_2011_lc
NM_843_1,LC6204EW - Economic activity by passports held by age,census_2011_lc
NM_844_1,LC2806EW - Passports held by age of arrival in the UK,census_2011_lc
NM_845_1,LC1104EW - Residence type by age,census_2011_lc
NM_846_1,LC1106EW - Schoolchildren and full-time students at their non term-time address by sex by age,census_2011_lc
NM_847_1,LC1107EW - Marital and civil partnership status by sex by age,census_2011_lc
NM_848_1,LC1108EW - Living arrangements by sex by age,census_2011_lc
NM_849_1,LC1109EW - Household composition by age by sex,census_2011_lc
NM_850_1,LC1110EW - Concealed family status by family type by dependent children by age of Family Reference Person (FRP),census_2011_lc
NM_851_1,LC1112EW - Age of youngest dependent child by household type by sex,census_2011_lc
NM_852_1,LC1113EW - Age of youngest dependent child by household type,census_2011_lc
NM_853_1,LC1114EW - Dependent children by family type,census_2011_lc
NM_854_1,LC1115EW - Age of youngest dependent child by family type by age of Family Reference Persion (FRP),census_2011_lc
NM_855_1,LC1118EW - Age of youngest dependent child by family type,census_2011_lc
NM_856_1,LC1201EW - Household composition by ethnic group of Household Reference Person (HRP),census_2011_lc
NM_857_1,LC1202EW - Household composition by religion of Household Reference Person (HRP),census_2011_lc
NM_858_1,LC1203EW - Dependent children by ethnic group of Household Reference Person (HRP) by age,census_2011_lc
NM_859_1,LC1301EW - Household composition by number of people in household with a long-term health problem or disability,census_2011_lc
NM_860_1,LC1401EW - Household composition by car or van availability,census_2011_lc
NM_861_1,LC1402EW - Household composition by number of bedrooms,census_2011_lc
NM_862_1,LC1601EW - Family status by number of parents working by economic activity,census_2011_lc
NM_863_1,LC2115WA - Family type by parents ability to speak Welsh by age and ability to speak Welsh of dependent child,census_2011_lc
NM_864_1,LC2116EW - Ethnic group of dependent child by sex,census_2011_lc
NM_865_1,LC4104EW - Occupancy rating (rooms) by household composition,census_2011_lc
NM_866_1,LC4105EW - Occupancy rating (bedrooms) by household composition,census_2011_lc
NM_867_1,LC4106EW - Occupancy rating (rooms) by tenure,census_2011_lc
NM_868_1,LC4108EW - Occupancy rating (bedrooms) by tenure,census_2011_lc
NM_869_1,LC4209EW - Number of persons per room in household by ethnic group of household reference person (HRP),census_2011_lc
NM_870_1,LC1101EW - Marital and civil partnership status by sex by age - Household Reference Persons,census_2011_lc
NM_871_1,LC1102EW - Living arrangements by age - Household Reference Persons,census_2011_lc
NM_872_1,LC1103WA - Welsh household composition by age of youngest dependent child,census_2011_lc
NM_873_1,LC2401WA - Number of people who can speak Welsh by household size,census_2011_lc
NM_874_1,LC2402WA - Ability to speak Welsh by tenure - Household Reference Persons,census_2011_lc
NM_875_1,LC2403WA - Welsh language skills by tenure - Household Reference Persons,census_2011_lc
NM_876_1,LC4101EW - Tenure by household composition,census_2011_lc
NM_877_1,LC4102EW - Number of bedrooms by accommodation type by age of dependent children,census_2011_lc
NM_878_1,LC4103EW - Number of bedrooms by tenure by age of dependent children,census_2011_lc
NM_879_1,LC4201EW - Tenure by ethnic group by age - Household Reference Persons,census_2011_lc
NM_880_1,LC4202EW - Tenure by car or van availability by ethnic group of Household Reference Person (HRP),census_2011_lc
NM_881_1,LC4203EW - Tenure by car or van availability by ethnic group,census_2011_lc
NM_882_1,LC4204EW - Tenure by car or van availability by religion of Household Reference Person (HRP),census_2011_lc
NM_883_1,LC4205EW - Occupancy rating (rooms) by ethnic group of Household Reference Person (HRP),census_2011_lc
NM_884_1,LC4206EW - Occupancy rating (bedrooms) by ethnic group of Household Reference Person (HRP),census_2011_lc
NM_885_1,LC4207EW - Occupancy rating (rooms) by religion of Household Reference Person (HRP),census_2011_lc
NM_886_1,LC4208EW - Occupancy rating (bedrooms) by religion of Household Reference Person (HRP),census_2011_lc
NM_887_1,LC4402EW - Accommodation type by type of central heating in household by tenure,census_2011_lc
NM_888_1,LC4403EW - Accommodation type by household spaces,census_2011_lc
NM_889_1,LC4404EW - Tenure by household size by number of rooms,census_2011_lc
NM_890_1,LC4405EW - Tenure by household size by number of bedrooms,census_2011_lc
NM_891_1,LC4406EW - Tenure by number of persons per room in household by accommodation type,census_2011_lc
NM_892_1,LC4407EW - Tenure by number of persons per bedroom in household by accommodation type,census_2011_lc
NM_893_1,LC4408EW - Tenure by number of persons per bedroom in household by household type,census_2011_lc
NM_894_1,LC4410EW - Type of central heating in household by occupancy rating (rooms) by age,census_2011_lc
NM_896_1,LC4412EW - Tenure by dependent children in household,census_2011_lc
NM_897_1,LC4413EW - Occupancy rating (rooms) by type of central heating in household,census_2011_lc
NM_898_1,LC4414EW - Occupancy rating (bedrooms) by type of central heating in household,census_2011_lc
NM_899_1,LC4601EW - Tenure by economic activity by age - Household Reference Persons,census_2011_lc
NM_900_1,LC4602EW - Tenure by industry - Household Reference Persons,census_2011_lc
NM_901_1,ST101EWla - Residence type,census_2011_st
NM_904_1,ST1117EWla - Sex by single year of age,census_2011_st
NM_905_1,ST201EWla - Ethnic group,census_2011_st
NM_906_1,ST203EWla - Country of Birth,census_2011_st
NM_907_1,ST204EWla - Main language,census_2011_st
NM_910_1,ST210EWla - Religion,census_2011_st
NM_911_1,ST212EWla - Passports held (detailed),census_2011_st
NM_912_1,ST301EWla - Provision of unpaid care,census_2011_st
NM_913_1,ST302EWla - General Health,census_2011_st
NM_914_1,ST403EWla - Tenure - People,census_2011_st
NM_915_1,ST601EWla - Economic activity,census_2011_st
NM_916_1,ST604EWla - Hours worked,census_2011_st
NM_917_1,ST605EWla - Industry,census_2011_st
NM_918_1,ST606EWla - Occupation,census_2011_st
NM_919_1,ST607EWla - NS-SeC,census_2011_st
NM_920_1,ST701EWla - method of travel to work,census_2011_st
NM_931_1,WD1117EW - Sex by single year of age,census_2011_wd
NM_932_1,WD201EW - Ethnic group,census_2011_wd
NM_933_1,WD203EW - Country of birth,census_2011_wd
NM_934_1,WD204EW - Main language,census_2011_wd
NM_935_1,WD206WA - Welsh language skills,census_2011_wd
NM_936_1,WD207WA - Welsh language skills (detailed),census_2011_wd
NM_937_1,WD210EW - Religion,census_2011_wd
NM_938_1,WD212EW - Passports held (detailed),census_2011_wd
NM_939_1,WD302EW - General health,census_2011_wd
NM_940_1,WD403EW - Tenure - people,census_2011_wd
NM_941_1,WD501EW - Highest level of qualification,census_2011_wd
NM_942_1,WD601EW - Economic activity (Workday population),census_2011_wd
NM_943_1,WD604EW - Hours worked (Workday population),census_2011_wd
NM_944_1,WD605EW - Industry (Workday population),census_2011_wd
NM_945_1,WD606EW - Occupation (Workday population),census_2011_wd
NM_946_1,WD607EW - NS-SeC (Workday population),census_2011_wd
NM_947_1,WD613EW - Approximated Social Grade (Workday population),census_2011_wd
NM_948_1,WD803EW - Length of residence in the UK,census_2011_wd
NM_949_1,WD703EW - Method of travel to work (2001 specification) (Workday population),census_2011_wd
NM_950_1,WD1101EW - Sex by Age (Workday population),census_2011_wd
NM_951_1,DC6210EW - Economic activity by country of birth,census_2011_dc
NM_952_1,DC6211EW - Industry by ethnic group by age,census_2011_dc
NM_953_1,DC6212EW - Industry by religion by age,census_2011_dc
NM_954_1,DC6213EW - Occupation by ethnic group by sex by age,census_2011_dc
NM_955_1,DC6214EW - Occupation by religion by sex by age,census_2011_dc
NM_956_1,DC6215EW - Economic activity by passports held,census_2011_dc
NM_957_1,DC6216EW - Industry by ethnic group by sex,census_2011_dc
NM_958_1,DC6217EW - Industry by religion by sex,census_2011_dc
NM_959_1,DC6401EW - Economic activity by living arrangements,census_2011_dc
NM_961_1,DC6601EW - Occupation by economic activity by sex,census_2011_dc
NM_962_1,DC6602EW - Industry by economic activity,census_2011_dc
NM_963_1,DC6603EW - Occupation by economic activity by age,census_2011_dc
NM_964_1,DC6604EW - Occupation by industry,census_2011_dc
NM_965_1,DC6605EW - Occupation by hours worked by sex,census_2011_dc
NM_966_1,DC6606EW - NS-SeC by economic activity by sex,census_2011_dc
NM_967_1,DC6607EWla - Home-worker by economic activity by sex by age,census_2011_dc
NM_968_1,DC6608EWla - Home-worker by industry by sex by age,census_2011_dc
NM_969_1,DC6609EWla - Home-worker by occupation by sex by age,census_2011_dc
NM_970_1,CT0347 - Occupation (full) by sex,census_2011_ct
NM_974_1,CT0144 - Occupation (full) by industry (full) (national),census_2011_ct
NM_986_1,CT0065 - Proficiency in English by year of arrival in the UK by country of birth (national),census_2011_ct
NM_987_1,CT0066 - Proficiency in English by year of arrival in the UK by passports held (national),census_2011_ct
NM_988_1,CT0067 - General health by year of arrival in the UK by country of birth by age (national),census_2011_ct
NM_989_1,CT0068 - General health by year of arrival in the UK by passports held by age (national),census_2011_ct
NM_990_1,CT0069 - Tenure by year of arrival in the UK by country of birth (national),census_2011_ct
NM_991_1,CT0070 - Tenure by year of arrival in the UK by passports held (national),census_2011_ct
NM_992_1,CT0071 - Highest level of qualification by year of arrival in the UK by country of birth by age (national),census_2011_ct
NM_993_1,CT0072 - Highest level of qualification by year of arrival in the UK by passports held by age (national),census_2011_ct
NM_994_1,CT0073 - Economic activity by year of arrival in the UK by country of birth (national),census_2011_ct
NM_995_1,CT0074 - Economic activity by year of arrival in the UK by passports held (national),census_2011_ct
NM_996_1,CT0075 - Industry by year of arrival in the UK by country of birth (national),census_2011_ct
NM_997_1,CT0076 - Industry by year of arrival in the UK by passports held (national),census_2011_ct
NM_998_1,CT0077 - Occupation by year of arrival in the UK by country of birth (national),census_2011_ct
NM_999_1,CT0078 - Occupation by year of arrival in the UK by passports held (national),census_2011_ct
NM_1000_1,LC4604EW - Tenure by occupation - Household Reference Persons,census_2011_lc
NM_1001_1,LC4605EW - Tenure by NS-SeC - Household Reference Persons,census_2011_lc
NM_1002_1,LC6101EW - NS-SeC by sex by age - Household Reference Persons,census_2011_lc
NM_1003_1,LC2603EW - Proficiency in English by economic activity,census_2011_lc
NM_1004_1,LC2604EW - Proficiency in English by industry,census_2011_lc
NM_1005_1,LC2610WA - Ability to speak Welsh by year last worked,census_2011_lc
NM_1006_1,LC2611WA - Ability to speak Welsh by industry,census_2011_lc
NM_1007_1,LC2612WA - Ability to speak Welsh by occupation,census_2011_lc
NM_1008_1,LC2613WA - Ability to speak Welsh by NS-SeC,census_2011_lc
NM_1010_1,LC6108EW - Economic activity of full-time students by student accommodation,census_2011_lc
NM_1011_1,LC6109EW - Hours worked by sex,census_2011_lc
NM_1017_1,LC6115EW - NS-SeC of Household Reference Person by household composition,census_2011_lc
NM_1020_1,LC6118EW - Industry by sex,census_2011_lc
NM_1021_1,LC6119EW - Former industry by sex,census_2011_lc
NM_1022_1,LC6210EW - Economic activity by country of birth,census_2011_lc
NM_1023_1,LC6211EW - Industry by ethnic group,census_2011_lc
NM_1024_1,LC6212EW - Industry by religion,census_2011_lc
NM_1025_1,LC6213EW - Occupation by ethnic group,census_2011_lc
NM_1026_1,LC6214EW - Occupation by religion,census_2011_lc
NM_1027_1,LC6215EW - Economic activity by passports held,census_2011_lc
NM_1028_1,LC6401EW - Economic activity by living arrangements,census_2011_lc
NM_1029_1,LC6601EW - Occupation by economic activity,census_2011_lc
NM_1030_1,LC6602EW - Industry by economic activity,census_2011_lc
NM_1031_1,LC6605EW - Occupation by hours worked,census_2011_lc
NM_1032_1,LC6606EW - NS-SeC by economic activity,census_2011_lc
NM_1034_1,LC5103EW - Highest level of qualification by household composition,census_2011_lc
NM_1035_1,LC5104EW - Highest level of qualification by number of children,census_2011_lc
NM_1036_1,LC5106EW - Highest level of qualification by family type,census_2011_lc
NM_1037_1,LC5202EW - Highest level of qualification by ethnic group,census_2011_lc
NM_1038_1,LC5203EW - Highest level of qualification by country of birth,census_2011_lc
NM_1039_1,LC5204EW - Highest level of qualification by religion,census_2011_lc
NM_1040_1,LC5206EW - Highest level of qualification by passports held,census_2011_lc
NM_1041_1,LC5208EW - Highest level of qualification by main language,census_2011_lc
NM_1042_1,LC5301EW - Highest level of qualification by long-term health problem or disability,census_2011_lc
NM_1043_1,LC5601EW - Highest level of qualification by economic activity,census_2011_lc
NM_1044_1,LC5801EW - Highest level of qualification by year of arrival in the UK,census_2011_lc
NM_1045_1,LC5802EW - Highest level of qualification by length of residence in the UK,census_2011_lc
NM_1046_1,LC6107EW - Economic Activity by sex by age,census_2011_lc
NM_1047_1,LC6110EW - Industry by age,census_2011_lc
NM_1048_1,LC6111EW - Former industry by age,census_2011_lc
NM_1049_1,LC6112EW - Occupation by age,census_2011_lc
NM_1050_1,LC6113EW - Former occupation by age,census_2011_lc
NM_1051_1,LC6114EW - NS-SeC by age,census_2011_lc
NM_1052_1,LC6116EW - Year last worked by age,census_2011_lc
NM_1053_1,LC6117EW - Hours worked by age,census_2011_lc
NM_1054_1,LC6120EW - Occupation by sex,census_2011_lc
NM_1055_1,LC6121EW - NS-SeC by sex,census_2011_lc
NM_1056_1,LC6122EW - Year last worked by sex,census_2011_lc
NM_1057_1,LC6123EW - Former occupation by sex,census_2011_lc
NM_1058_1,LC5102EW - Highest level of qualification by age,census_2011_lc
NM_1059_1,LC5107EW - Highest level of qualification by sex,census_2011_lc
NM_1060_1,LC4109EW - Car or van availability by sex by age,census_2011_lc
NM_1061_1,LC4110EW - Car or van availability by household composition,census_2011_lc
NM_1062_1,LC4415EW - Accommodation type by car or van availability by number of usual residents aged 17 or over in household,census_2011_lc
NM_1063_1,LC4416EW - Tenure by car or van availability by number of usual residents aged 17 or over in household,census_2011_lc
NM_1064_1,LC4417EW - Tenure by car or van availability by religion,census_2011_lc
NM_1065_1,LC4609EW - Car or van availability by economic activity,census_2011_lc
NM_1066_1,LC4610EW - Car or van availability by employment status,census_2011_lc
NM_1067_1,LC7101EW - Method of travel to work (2001 specification) by age,census_2011_lc
NM_1068_1,LC7102EW - Distance travelled to work by age,census_2011_lc
NM_1069_1,LC7201EW - Method of travel to work (2001 specification) by ethnic group,census_2011_lc
NM_1070_1,LC7202EW - Distance travelled to work by ethnic group,census_2011_lc
NM_1071_1,LC7401EW - Method of travel to work (2001 specification) by car or van availability,census_2011_lc
NM_1072_1,LC7402EW - Distance travelled to work by car or van availability,census_2011_lc
NM_1073_1,LC7501EW - Method of travel to work (2001 specification) by highest level of qualification,census_2011_lc
NM_1074_1,LC7502EW - Distance travelled to work by highest level of qualification,census_2011_lc
NM_1075_1,LC7601EW - Method of travel to work (2001 specification) by hours worked,census_2011_lc
NM_1076_1,LC7602EW - Method of travel to work (2001 specification) by industry,census_2011_lc
NM_1077_1,LC7603EW - Method of travel to work (2001 specification) by occupation,census_2011_lc
NM_1078_1,LC7604EW - Method of travel to work (2001 specification) by NS-SeC,census_2011_lc
NM_1079_1,LC7605EW - Distance travelled to work by hours worked,census_2011_lc
NM_1080_1,LC7606EW - Distance travelled to work by industry,census_2011_lc
NM_1081_1,LC7607EW - Distance travelled to work by occupation,census_2011_lc
NM_1082_1,LC7608EW - Distance travelled to work by NS-SeC,census_2011_lc
NM_1083_1,LC7701EW - Method of travel to work (2001 specification) by distance travelled to work,census_2011_lc
NM_1084_1,LC7103EW - Method of travel to work (2001 specification) by sex,census_2011_lc
NM_1085_1,LC7104EW - Distance travelled to work by sex,census_2011_lc
NM_1086_1,LC1105EW - Residence type by sex by age,census_2011_lc
NM_1087_1,LC2109EWls - Ethnic group by age,census_2011_lc
NM_1088_1,LC2110EWls - National identity by age,census_2011_lc
NM_1089_1,LC2404EWls - Ethnic group by occupancy rating (bedrooms),census_2011_lc
NM_1090_1,LC2405EWls - Ethnic group by occupancy rating (rooms),census_2011_lc
NM_1091_1,LC2602EW - Proficiency in English by occupation,census_2011_lc
NM_1092_1,LC3101EWls - Long term health problem or disability by sex by age,census_2011_lc
NM_1093_1,LC4411EW - Student accommodation by age,census_2011_lc
NM_1094_1,LC5605EWls - Highest level of qualification by economic activity by age,census_2011_lc
NM_1095_1,LC2120EW - Religion by accommodation type,census_2011_lc
NM_1096_1,LC2121EW - Ethnic group by accommodation type,census_2011_lc
NM_1097_1,LC3403EW - General health by long-term health problem or disability by occupancy rating (rooms),census_2011_lc
NM_1098_1,LC3404EW - General health by long-term health problem or disability by occupancy rating (bedrooms),census_2011_lc
NM_1099_1,LC3405EW - Long-term health problem or disability by car or van availability by sex,census_2011_lc
NM_1101_1,DC2501WAla - Highest level of qualification by Welsh language skills by age,census_2011_dc
NM_1102_1,DC5102EW - Highest level of qualification by sex by age,census_2011_dc
NM_1103_1,DC5103EW - Highest level of qualification by household composition,census_2011_dc
NM_1104_1,DC5104EWla - Highest level of qualification by number of dependent children by hours worked by sex,census_2011_dc
NM_1105_1,DC5106EW - Highest level of qualification by family type,census_2011_dc
NM_1106_1,DC5107EWla - Highest level of qualification by sex by age,census_2011_dc
NM_1107_1,DC5202EW - Highest level of qualification by ethnic group by age,census_2011_dc
NM_1108_1,DC5203EW - Highest level of qualification by country of birth by age,census_2011_dc
NM_1109_1,DC5204EW - Highest level of qualification by religion by age,census_2011_dc
NM_1110_1,DC5205EWr - Highest level of qualification by country of birth by age (regional),census_2011_dc
NM_1111_1,DC5206EW - Highest level of qualification by passports held by age,census_2011_dc
NM_1112_1,DC5207EWr - Highest level of qualification by passports held by age (regional),census_2011_dc
NM_1113_1,DC5208EW - Highest level of qualification by main language,census_2011_dc
NM_1114_1,DC5209EWla - Highest level of qualification by ethnic group,census_2011_dc
NM_1115_1,DC5301EW - Highest level of qualification by long-term health problem or disability,census_2011_dc
NM_1116_1,DC5601EWla - Highest Level of Qualification by Economic Activity by age,census_2011_dc
NM_1117_1,DC5602EW - Highest level of qualification by economic activity of full-time students,census_2011_dc
NM_1118_1,DC5603EWr - Highest level of qualification by economic activity by country of birth (regional),census_2011_dc
NM_1119_1,DC5604EWr - Highest level of qualification by economic activity by passports held (regional),census_2011_dc
NM_1120_1,DC5801EW - Highest level of qualification by year of arrival in the UK by sex by age,census_2011_dc
NM_1121_1,DC5802EWla - Highest level of qualification by length of residence in the UK,census_2011_dc
NM_1122_1,DC6501EWla - Occupation by highest level of qualification by age,census_2011_dc
NM_1123_1,DC6502EWla - NS-SeC by highest level of qualification by age,census_2011_dc
NM_1124_1,DC6503EWla - Industry by highest level of qualification by age,census_2011_dc
NM_1125_1,DC1114EW - Dependent children by family type,"census_2011_dc,census_2011_dc"
NM_1126_1,DC1118EW - Youngest dependent child in family by family type,"census_2011_dc,census_2011_dc"
NM_1127_1,DC2606WAla - Ability of dependent child in a family to speak Welsh by Welsh household composition by approximated social grade of Household Reference Person,census_2011_dc
NM_1132_1,DC6218EW - Approximated social grade by country of birth,census_2011_dc
NM_1133_1,DC6219EW - Approximated social grade by passports held,census_2011_dc
NM_1134_1,DC6403EW - Approximated social grade by tenure by car or van availability,census_2011_dc
NM_1135_1,DC4109EWla - Car or van availability by sex by age,census_2011_dc
NM_1136_1,DC4415EWla - Accommodation type by car or van availability by number of usual residents aged 17 or over in household,census_2011_dc
NM_1137_1,DC4416EWla - Tenure by car or van availability by number of usual residents aged 17 or over in household,census_2011_dc
NM_1138_1,DC7101EWla - Method of travel to work (2001 specification) by sex by age,census_2011_dc
NM_1139_1,DC7102EWla - Distance travelled to work by sex by age,census_2011_dc
NM_1140_1,DC7201EWla - Method of travel to work (2001 specification) by ethnic group,census_2011_dc
NM_1141_1,DC7202EWla - Distance travelled to work by ethnic group,census_2011_dc
NM_1142_1,DC7401EWla - Method of travel to work (2001 specification) by car or van availability,census_2011_dc
NM_1143_1,DC7402EWla - Distance travelled to work by car or van availability,census_2011_dc
NM_1144_1,DC7501EWla - Method of travel to work (2001 specification) by highest level of qualification by sex,census_2011_dc
NM_1145_1,DC7502EWla - Distance travelled to work by highest level of qualification by sex,census_2011_dc
NM_1146_1,DC7601EWla - Method of travel to work (2001 specification) by hours worked by sex,census_2011_dc
NM_1147_1,DC7602EWla - Method of travel to work (2001 specification) by industry,census_2011_dc
NM_1148_1,DC7603EWla - Method of travel to work (2001 specification) by occupation by sex,census_2011_dc
NM_1149_1,DC7604EWla - Method of travel to work (2001 specification) by NS-SeC by sex,census_2011_dc
NM_1150_1,DC7605EWla - Distance travelled to work by hours worked by sex,census_2011_dc
NM_1151_1,DC7606EWla - Distance travelled to work by industry,census_2011_dc
NM_1152_1,DC7607EWla - Distance travelled to work by occupation by sex,census_2011_dc
NM_1153_1,DC7608EWla - Distance travelled to work by NS-SeC by sex,census_2011_dc
NM_1154_1,DC7701EWla - Method of travel to work (2001 specification) by distance travelled to work,census_2011_dc
NM_1155_1,DC6124EW - Approximated social grade by sex by age,census_2011_dc
NM_1156_1,DC6125EW - Approximated social grade by adult lifestage,census_2011_dc
NM_1157_1,DC6126EW - Approximated social grade by adult lifestage - Household Reference Persons,census_2011_dc
NM_1158_1,DC6127EW - Approximated social grade by household composition,census_2011_dc
NM_1159_1,DC2121EW - Ethnic group by accommodation type,census_2011_dc
NM_1160_1,DC3403EW - General health by long-term health problem or disability by occupancy rating (rooms) by age,census_2011_dc
NM_1161_1,DC3404EW - General health by long-term health problem or disability by occupancy rating (bedrooms) by age,census_2011_dc
NM_1162_1,DC3405EW - General health by long-term health problem or disability by car or van availability by sex,Census Customer Services
NM_1163_1,DC3407EW - Long-term health problem or disability by car or van availability by sex by age,census_2011_dc
NM_1164_1,DC3408EW - Long-term health problem or disability by tenure by sex by age,census_2011_dc
NM_1165_1,DC3409EW - General health by tenure by sex by age,census_2011_dc
NM_1167_1,DC3306EW -  Provision of unpaid care by number of people in household with a long-term health problem or disability by economic activity by sex,census_2011_dc
NM_1168_1,DC2122EW - Country of birth by number of children in family,census_2011_dc
NM_1169_1,DC1602EWla - Residence type by economic activity by age,census_2011_dc
NM_1170_1,DC4801EWla - Communal establishment management and type by position in communal establishment by resident one year ago,census_2011_dc
NM_1201_1,MM01CUK_ALL - Origin and destination of migrants by age (broad grouped) by sex,census_2011_od
NM_1202_1,MM01CUK_NON_UK - Origin and destination of international migrants by age (broad grouped) by sex,census_2011_od
NM_1203_1,WU01UK - Location of usual residence and place of work by sex,census_2011_od
NM_1204_1,WU01EW - Location of usual residence and place of work by sex (MSOA level),census_2011_od
NM_1205_1,WU02UK - Location of usual residence and place of work by age,census_2011_od
NM_1206_1,WU02EW - Location of usual residence and place of work by age (MSOA level),census_2011_od
NM_1207_1,WU03UK - Location of usual residence and place of work by method of travel to work,census_2011_od
NM_1208_1,WU03EW - Location of usual residence and place of work by method of travel to work (MSOA level),census_2011_od
NM_1209_1,"SM01UK - Origin and destination of people who moved from a student term time/boarding school address in the year before the census by age, sex and student status",census_2011_od
NM_1210_1,RF02AEW - Location of second address and place of work,census_2011_od
NM_1211_1,RF03EW - Location of usual residence and place of work,census_2011_od
NM_1212_1,RF04AEW - Location of where people live when working and place of work,census_2011_od
NM_1213_1,RF05EW - Dependent children : location of usual residence and second address,census_2011_od
NM_1214_1,RU02AEW - Location of usual residence and second address by sex,census_2011_od
NM_1215_1,RU03AEW - Location of usual residence and second address by age,census_2011_od
NM_1220_1,MF02UK - Origin and destination of international migrants (expanded country of origin),census_2011_od
NM_1221_1,MF02NI - Origin and destination of international migrants (expanded country of origin),Census Customer Services
NM_1222_1,MM01CNI_ALL - Origin and destination of migrants by age (broad grouped) by sex,Census Customer Services
NM_1223_1,MM01CNI_NON_UK - Origin and destination of international migrants by age (broad grouped) by sex,Census Customer Services
NM_1224_1,"SM01NI - Origin and destination of people who moved from a student term time/boarding school address in the year before the census by age, sex and student status",Census Customer Services
NM_1225_1,MU01BUK_ALL - Origin and destination of migrants by age (grouped),census_2011_od
NM_1226_1,MU01BUK_NON_UK - Origin and destination of international migrants by age (grouped),census_2011_od
NM_1228_1,WF01BEW - Location of usual residence and place of work (OA level),census_2011_od
NM_1229_1,WF02EW - Location of usual residence and place of work (with outside UK collapsed) (OA/WPZ level),census_2011_od
NM_1230_1,SH01 - Distribution by tenure [1961 Census],census_1961_sh
NM_1231_1,SH02 - Dwellings by building type [1961 Census],census_1961_sh
NM_1232_1,SH03 - Residents born outside UK by country of birth [1961 Census],census_1961_sh
NM_1233_1,SH04 - Residents born outside UK by nationality [1961 Census],census_1961_sh
NM_1234_1,SH05a - Non-private population - Not hotels - Persons [1961 Census],census_1961_sh
NM_1235_1,SH06 - Household arrangements [1961 Census],census_1961_sh
NM_1236_1,SH07 - Old persons living alone [1961 Census],census_1961_sh
NM_1237_1,SH08 - Old persons in households of 2 persons [1961 Census],census_1961_sh
NM_1238_1,SH09 - Non-private population - hotels [1961 Census],census_1961_sh
NM_1239_1,SH10 - All non-private [1961 Census],census_1961_sh
NM_1240_1,SH11 - Densities - persons per room [1961 census],census_1961_sh
NM_1241_1,SH12 - Persons resident outside local authority area [1961 census],census_1961_sh
NM_1242_1,SH13 - Age and marital condition by five year age groups [1961 Census],census_1961_sh
NM_1243_1,SH14 - Single years under 21 [1961 census],census_1961_sh
NM_1244_1,SH15 - Sharing households by number of persons [1961 census],census_1961_sh
NM_1245_1,ST01 - People and households (10% Sample) [1961 census],census_1961_st
